Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
.	YJL116C	chrX	-	193850	193860	31.727272	32.149487	93.425980
.	YJL115W	chrX	+	197126	197176	29.901960	30.299885	88.051056
.	YJL114W	chrX	+	198595	198790	5.235013	5.304678	15.415325
.	tD(GUC)J1	chrX	+	204806	204897	2.062988	2.090441	6.074795
.	YJL111W	chrX	+	209529	209875	10.815562	10.959492	31.848135
.	YJL110C	chrX	-	209894	209922	9.034483	9.154710	26.603466
.	YJL108C	chrX	-	217661	217705	2.822222	2.859779	8.310480
.	YJL107C	chrX	-	218759	218853	5.694737	5.770520	16.769054
.	YJL104W	chrX	+	227776	228464	43.883888	44.467884	129.223068
.	YJL103C	chrX	-	229012	229025	2.071429	2.098995	6.099651
.	YJL102W	chrX	+	233760	233837	11.358974	11.510135	33.448299
.	YJL100W	chrX	+	239086	239130	7.622222	7.723655	22.444839
.	YJL098W	chrX	+	245258	245301	2.272727	2.302972	6.692405
.	YJL096W	chrX	+	246975	247075	9.603960	9.731767	28.280384
.	YJL094C	chrX	-	251609	251821	8.089202	8.196850	23.819937
.	YJL093C	chrX	-	254595	254737	6.489511	6.575871	19.109394
.	YJL091C	chrX	-	261007	261080	23.608109	23.922276	69.517815
.	YJL090C	chrX	-	262690	262757	5.161765	5.230455	15.199635
.	YJL087C	chrX	-	269956	270002	3.234043	3.277080	9.523152
.	YJL084C	chrX	-	274843	274862	32.549999	32.983162	95.848633
.	YJL083W	chrX	+	280655	280670	2.937500	2.976591	8.649934
.	YJL081C	chrX	-	283371	283802	18.386574	18.631254	54.142181
.	YJL082W	chrX	+	283380	283395	0.000000	0.000000	0.000000
.	YJL080C	chrX	-	285419	285558	13.764286	13.947456	40.531120
.	YJL078C	chrX	-	290921	291336	9.014423	9.134384	26.544397
.	YJL076W	chrX	+	298814	298951	15.202899	15.405213	44.767345
.	YJL074C	chrX	-	299113	299157	1.555556	1.576257	4.580581
.	YJL071W	chrX	+	307856	307978	5.308943	5.379592	15.633023
.	YJL070C	chrX	-	307867	307971	0.000000	0.000000	0.000000
.	YJL069C	chrX	-	310829	310922	2.510638	2.544049	7.392972
.	YJL068C	chrX	-	312895	313016	51.286884	51.969391	151.022354
.	YJL066C	chrX	-	314074	314114	23.975609	24.294668	70.599983
.	YJL065C	chrX	-	314628	315054	59.126465	59.913300	174.107254
.	YJL063C	chrX	-	315677	315759	54.626507	55.353458	160.856400
.	YJL062W	chrX	+	319776	319869	8.234042	8.343618	24.246445
.	YJL059W	chrX	+	326190	326202	20.769230	24.085541	69.992264
.	YJL058C	chrX	-	326216	326242	9.139535	9.832836	28.574093
.	YJL057C	chrX	-	326882	328118	12.720291	12.889567	37.456913
.	YJL054W	chrX	+	335701	335717	36.941177	37.432774	108.779144
.	YJL052W	chrX	+	339269	339630	276.157471	280.336304	814.653564
.	YJL051W	chrX	+	342255	342334	2.350000	2.381273	6.919947
.	YJL050W	chrX	+	345743	345756	24.285715	24.608900	71.513138
.	YJL049W	chrX	+	347325	347458	9.462687	9.588613	27.864380
.	YJL048C	chrX	-	347336	347447	0.000000	0.934831	2.716606
.	YJL047C-A	chrX	-	348814	349044	9.718615	9.847946	28.618002
.	YJL047C	chrX	-	349298	349580	8.335689	8.446618	24.545757
.	tY(GUA)J1	chrX	+	354332	354382	0.980392	0.993439	2.886919
.	tR(UCU)J1	chrX	+	355445	355465	2.407366	2.439402	7.088871
.	YJL042W	chrX	+	365445	365511	1.865672	1.890500	5.493767
.	YJL041W	chrX	+	368373	368383	49.636364	50.296902	146.162125
.	YJL039C	chrX	-	368717	368748	2.156250	2.184945	6.349420
.	tR(UCU)J2	chrX	-	374486	374506	2.463914	2.496703	7.255385
.	YJL038C	chrX	-	374988	375115	3.023438	3.063673	8.902992
.	YJL036W	chrX	+	380096	380510	13.725301	13.907951	40.416325
.	YJL035C	chrX	-	380101	380249	0.000000	0.000000	0.000000
.	YJL034W	chrX	+	383375	383390	90.750000	91.957664	267.227753
.	YJL033W	chrX	+	386149	386234	7.058139	7.152066	20.783808
.	YJL031C	chrX	-	386346	386368	14.217391	14.406590	41.865360
.	YJL029C	chrX	-	388146	388385	23.170834	23.479185	68.230194
.	YJL030W	chrX	+	388247	388350	0.000000	0.000002	0.000006
.	YJL023C	chrX	-	397151	397355	6.273171	6.356652	18.472345
.	YJL020C	chrX	-	398868	398937	20.871429	21.149179	61.459232
.	YJL016W	chrX	+	407273	407391	18.042017	18.282114	53.127575
.	YJL012C	chrX	-	411091	411234	14.861111	15.058876	43.760895
.	YJL011C	chrX	-	413927	414285	5.281337	5.351619	15.551733
.	YJL010C	chrX	-	417532	417562	2.935484	2.974548	8.643997
.	YJL008C	chrX	-	419940	419957	8.111111	8.219050	23.884449
.	YJL007C	chrX	-	422671	422698	2.178571	2.207563	6.415147
.	tM(CAU)J2	chrX	+	423009	423043	1.828571	1.852905	5.384517
.	YJL006C	chrX	-	423109	423138	4.066667	4.120785	11.974945
.	tL(UAA)J	chrX	-	424370	424432	1.507936	1.528003	4.440356
.	YJL001W	chrX	+	435926	436192	130.179779	131.912155	383.334961
.	YJR001W	chrX	+	438610	438765	23.608974	23.923155	69.520363
.	YJR002W	chrX	+	440646	440790	71.089653	72.035683	209.334747
.	YJR004C	chrX	-	442879	442909	2.645161	2.680362	7.789095
.	YJR005W	chrX	+	448025	448259	11.285107	11.435285	33.230785
.	YJR005C-A	chrX	-	448338	448477	7.907143	8.012368	23.283834
.	YJR006W	chrX	+	450665	450686	7.772727	7.876163	22.888025
.	YJR007W	chrX	+	451934	453162	34.347439	34.804520	101.141479
.	YJR008W	chrX	+	453446	453543	25.479591	25.818665	75.028694
.	YJR009C	chrX	-	453651	453683	2329.030273	2360.023926	6858.198730
.	YJR010C-A	chrX	-	458021	458077	80.964912	82.042358	238.414001
.	YJR011C	chrX	-	458575	458641	5.014925	5.081661	14.767241
.	YJR012C	chrX	-	459776	459795	33.549999	33.996471	98.793289
.	YJR013W	chrX	+	461593	461689	18.886599	19.137934	55.614578
.	YJR015W	chrX	+	464253	464436	27.260870	27.623648	80.273949
.	YJR017C	chrX	-	466494	466521	22.535715	22.835611	66.359985
.	YJR019C	chrX	-	467197	467232	14.888889	15.087025	43.842693
.	YJR022W	chrX	+	470113	470136	2.833333	2.871038	8.343198
.	YJR024C	chrX	-	470178	470230	23.754717	24.070835	69.949524
.	YJR028W	chrX	+	479666	479716	111.781670	113.269211	329.158844
.	YJR029W	chrX	+	483612	483626	37.224998	37.720375	109.614922
.	YJR030C	chrX	-	483943	483959	29.286764	29.676500	86.239517
.	YJR031C	chrX	-	486437	486586	10.566667	10.707283	31.115225
.	YJR032W	chrX	+	492262	492368	23.298819	23.609119	68.607788
.	YJR034W	chrX	+	497009	497205	11.162189	11.310981	32.869560
.	YJR035W	chrX	+	500612	501649	6.034430	6.114989	17.770077
.	YJR036C	chrX	-	500626	500713	0.000310	0.000314	0.000913
.	YJR040W	chrX	+	510085	510111	50.296047	50.965618	148.105408
.	YJR042W	chrX	+	516289	516304	6.062252	6.143177	17.851992
.	tM(CAU)J3	chrX	-	517746	517813	1.632048	1.654076	4.806722
.	YJR045C	chrX	-	518586	519638	107.235039	108.662392	315.771454
.	YJR046W	chrX	+	523862	523910	2.040565	2.067975	6.009506
.	tS(AGA)J	chrX	-	523971	524012	0.975870	0.989182	2.874549
.	YJR051W	chrX	+	531366	531469	8.682445	8.798239	25.567564
.	tG(GCC)J2	chrX	+	531898	531909	1.116264	1.131395	3.287817
.	YJR052W	chrX	+	533759	533820	9.741692	9.871577	28.686674
.	YJR053W	chrX	+	535751	535785	1.885386	1.910808	5.552783
.	YJR054W	chrX	+	537549	537791	6.435969	6.521864	18.952452
.	tD(GUC)J4	chrX	+	541579	541643	1.004792	1.018423	2.959523
.	YJR056C	chrX	-	541742	541792	41.136932	41.684696	121.135170
.	YJR058C	chrX	-	544680	544732	31.301550	31.718437	92.173355
.	YJR059W	chrX	+	548243	548291	24.816326	25.146572	73.075600
.	YJR062C	chrX	-	553430	553476	24.318811	24.642778	71.611588
.	YJR064W	chrX	+	557602	557646	27.866423	28.237505	82.057816
.	YJR067C	chrX	-	567002	567019	7.055233	7.149447	20.776199
.	YJR068W	chrX	+	568704	568980	78.389610	79.432785	230.830612
.	YJR069C	chrX	-	568713	568806	0.000393	0.648396	1.884231
.	YJR073C	chrX	-	572191	572315	19.999674	20.266151	58.893169
.	YJR075W	chrX	+	575171	575390	35.000000	35.465767	103.063042
.	YJR076C	chrX	-	575185	575354	0.000000	8.074452	23.464251
.	YJR077C	chrX	-	577244	577255	217.166672	220.056641	639.481689
.	YJR078W	chrX	+	580221	580357	10.423102	10.562068	30.693230
.	YJR083C	chrX	-	582457	582608	11.618176	11.773034	34.212280
.	YJR085C	chrX	-	583692	585120	62.163506	63.033550	183.174652
.	YJR086W	chrX	+	586400	586450	63.058823	63.897984	185.686691
.	YJR089W	chrX	+	590582	590889	7.136118	7.231332	21.014154
.	YJR090C	chrX	-	590860	590872	0.000244	0.000247	0.000718
.	YJR091C	chrX	-	594822	595061	30.537254	30.943884	89.922508
.	YJR092W	chrX	+	603078	603143	13.863388	14.048128	40.823673
.	YJR094C	chrX	-	604555	604569	18.133087	18.374645	53.396473
.	YJR094W-A	chrX	+	608858	608870	463.461304	469.628876	1364.735352
.	YJR095W	chrX	+	610741	610753	8.076676	8.184408	23.783781
.	YJR096W	chrX	+	612043	612178	29.874756	30.272562	87.971664
.	YJR097W	chrX	+	612931	613888	13.234620	13.410989	38.972153
.	YJR098C	chrX	-	613173	613186	0.000244	0.000247	0.000718
.	YJR100C	chrX	-	616271	616351	25.938272	26.283449	76.379349
.	YJR102C	chrX	-	618913	619157	59.175510	59.962994	174.251663
.	YJR101W	chrX	+	619034	619149	0.000000	30.898087	89.789429
.	YJR105W	chrX	+	624603	624771	5.839992	5.917957	17.197502
.	YJR106W	chrX	+	627015	627066	11.711290	11.867391	34.486481
.	YJR109C	chrX	-	628769	629585	16.740271	16.963041	49.294373
.	YJR111C	chrX	-	634907	635855	22.420118	22.718805	66.020546
.	YJR110W	chrX	+	635681	635836	0.000687	0.000696	0.002023
.	YJR112W-A	chrX	+	638168	638271	75.750000	76.758049	223.057877
.	YJR115W	chrX	+	640451	640462	2.749740	2.786596	8.097811
.	YJR116W	chrX	+	641664	641793	13.068986	13.243152	38.484421
.	YJR117W	chrX	+	643368	643391	15.583080	15.790710	45.887592
.	YJR119C	chrX	-	644246	644304	4.898061	4.963490	14.423835
.	YJR121W	chrX	+	649142	649498	150.845703	152.853333	444.189758
.	YJR124C	chrX	-	652825	652892	31.911516	32.336433	93.969246
.	YJR128W	chrX	+	663280	663496	3.483627	3.530233	10.258810
.	YJR129C	chrX	-	663921	664000	5.487248	5.560526	16.158813
.	snR3	chrX	+	663942	663980	0.000244	0.000247	0.000718
.	YJR131W	chrX	+	669293	669359	12.283338	12.447046	36.170952
.	YJR133W	chrX	+	673620	673641	72.908844	73.879333	214.692352
.	YJR135C	chrX	-	676032	676059	14.321183	14.512012	42.171715
.	YJR135W-A	chrX	+	677234	677388	60.522335	61.327988	178.218323
.	YJR136C	chrX	-	677388	677441	11.925926	12.084631	35.117779
.	YJR137C	chrX	-	678912	678957	6.500000	6.586499	19.140280
.	YJR138W	chrX	+	689321	689430	31.427027	31.845495	92.542580
.	YJR141W	chrX	+	696949	696964	3.062234	3.103255	9.018017
.	YJR142W	chrX	+	698169	698497	25.683643	26.025682	75.630287
.	YJR144W	chrX	+	701691	702034	38.328243	38.838295	112.863571
.	YJR145C	chrX	-	701995	702027	0.000247	6.729506	19.555853
.	YJR146W	chrX	+	704238	704254	20.823530	21.100641	61.318184
.	YJR149W	chrX	+	708374	708410	6.135135	6.216780	18.065880
.	YJR151C	chrX	-	712235	712255	4.047372	4.101483	11.918855
.	YJR151W-A	chrX	+	717630	717674	1.621978	1.643810	4.776890
.	YJR152W	chrX	+	721297	721381	1.717403	1.740505	5.057884
.	YJR153W	chrX	+	723900	724430	5.920660	5.999697	17.435040
.	YJR154W	chrX	+	726824	726927	4.740133	4.803468	13.958815
.	YJR158W	chrX	+	734143	734156	0.928327	0.940928	2.734324
.	YKL117W	chrXI	+	220974	222080	83.984642	85.102272	247.306076
.	YKL116C	chrXI	-	221188	221344	0.000000	0.000000	0.000000
.	YKL114C	chrXI	-	222095	223352	22.215422	22.511057	65.416832
.	YKL113C	chrXI	-	224468	224727	13.888461	14.073283	40.896774
.	YKL112W	chrXI	+	228765	228788	33.041668	33.481373	97.296425
.	YKL110C	chrXI	-	228817	228939	15.772358	15.982250	46.444206
.	YKL109W	chrXI	+	233891	234239	19.489971	19.749334	57.391312
.	YKL108W	chrXI	+	235787	236695	6.338834	6.423189	18.665701
.	YKL107W	chrXI	+	237070	237234	3.672727	3.721602	10.814926
.	YKL106C-A	chrXI	-	237128	237147	0.000000	0.000000	0.000000
.	YKL106W	chrXI	+	238891	238910	19.600000	19.860830	57.715305
.	YKL218C	chrXI	-	17335	17359	12.680000	12.848741	37.338268
.	YKL217W	chrXI	+	24084	24194	5.063063	5.130440	14.908991
.	YKL216W	chrXI	+	26159	26405	87.263161	88.424423	256.960205
.	YKL213C	chrXI	-	31858	31960	10.893204	11.038166	32.076763
.	snR64	chrXI	+	38911	39097	4.796792	4.860626	14.124914
.	YKL209C	chrXI	-	42199	42423	18.791111	19.041176	55.333401
.	YKL210W	chrXI	+	42237	42373	0.000000	0.000634	0.001843
.	tT(CGU)K	chrXI	-	46681	46735	1.327273	1.344936	3.908365
.	YKL208W	chrXI	+	47972	48173	13.935643	14.121094	41.035709
.	YKL206C	chrXI	-	48962	49006	92.888885	94.125015	273.526031
.	YKL204W	chrXI	+	55602	55721	27.008333	27.367750	79.530319
.	YKL201C	chrXI	-	63919	63930	1.083333	1.097750	3.190046
.	tN(GUU)K	chrXI	+	74697	74735	1.877003	1.901981	5.527133
.	YKL195W	chrXI	+	77032	77687	48.532013	49.177860	142.910202
.	YKL194C	chrXI	-	77244	77258	0.000000	0.000000	0.000000
.	YKL193C	chrXI	-	78825	78866	49.047619	49.700325	144.428482
.	YKL192C	chrXI	-	80016	80160	231.324142	234.402512	681.170593
.	YKL191W	chrXI	+	82639	82649	2.090909	2.118734	6.157013
.	tL(UAA)K	chrXI	+	84291	84310	0.950000	0.962642	2.797426
.	YKL188C	chrXI	-	86045	86225	4.176795	4.232378	12.299234
.	YKL187C	chrXI	-	89260	89284	3.040000	3.080455	8.951761
.	YKL186C	chrXI	-	92732	92744	226.153839	229.163406	665.945801
.	YKL185W	chrXI	+	96265	96350	4.755814	4.819102	14.004248
.	YKL184W	chrXI	+	98157	98167	63.090908	63.930500	185.781174
.	YKL183W	chrXI	+	99641	99868	12.074561	12.235245	35.555458
.	YKL181W	chrXI	+	108599	108755	24.095541	24.416197	70.953140
.	YKL179C	chrXI	-	110446	110464	33.526318	33.972469	98.723541
.	YKL175W	chrXI	+	120304	120422	17.142857	17.370989	50.479862
.	YKL173W	chrXI	+	125543	125680	22.326086	22.623194	65.742706
.	YKL172W	chrXI	+	127042	127186	19.841379	20.105419	58.426086
.	YKL171W	chrXI	+	130261	130310	1.700000	1.722623	5.005919
.	YKL168C	chrXI	-	131147	131288	7.830986	7.935198	23.059578
.	YKL166C	chrXI	-	134442	134509	28.514706	28.894167	83.966072
.	YKL165C	chrXI	-	137790	137932	26.909090	27.267187	79.238083
.	tE(UUC)K	chrXI	-	140990	141018	2.786099	2.823175	8.204110
.	YKL162C	chrXI	-	147407	147630	7.964286	8.070271	23.452103
.	YKL160W	chrXI	+	153706	154762	40.268684	40.804565	118.577522
.	YKL155C	chrXI	-	159436	159456	6.857143	6.948395	20.191944
.	YKL154W	chrXI	+	162335	162345	8.090909	8.198580	23.824963
.	YKL152C	chrXI	-	163056	163642	186.968704	189.456802	550.558960
.	YKL151C	chrXI	-	164885	164917	39.696968	40.225246	116.894020
.	YKL150W	chrXI	+	167452	168851	23.790714	24.107313	70.055527
.	YKL149C	chrXI	-	167463	167612	0.000000	0.029777	0.086532
.	YKL148C	chrXI	-	169184	169207	22.333334	22.630537	65.764038
.	YKL146W	chrXI	+	173861	173946	12.697675	12.866651	37.390316
.	YKL145W	chrXI	+	175616	176544	59.759956	60.555218	175.972656
.	YKL144C	chrXI	-	175653	175843	0.000000	0.000000	0.000000
.	YKL143W	chrXI	+	178172	178294	25.991869	26.337757	76.537170
.	YKL141W	chrXI	+	180263	180420	70.056961	70.989250	206.293823
.	YKL140W	chrXI	+	182425	182655	17.216450	17.445560	50.696564
.	YKL138C	chrXI	-	185235	185286	5.500000	5.573192	16.195621
.	YKL134C	chrXI	-	189112	189124	15.538462	15.745241	45.755463
.	YKL133C	chrXI	-	191634	191679	1.021739	1.035336	3.008672
.	YKL129C	chrXI	-	196322	196349	15.535714	15.742458	45.747375
.	YKL128C	chrXI	-	200665	200884	16.363636	16.581396	48.185318
.	tK(CUU)K	chrXI	+	203071	203088	1.666667	1.688846	4.907765
.	YKL127W	chrXI	+	205253	205480	13.197369	13.372993	38.861744
.	YKL126W	chrXI	+	207749	207897	6.651007	6.739516	19.584944
.	YKL124W	chrXI	+	212332	212474	8.720280	8.836326	25.678246
.	YKL120W	chrXI	+	218318	218328	125.181816	126.847687	368.617676
.	YKL119C	chrXI	-	218436	218570	21.866667	22.157660	64.389862
.	YKL104C	chrXI	-	243210	243220	105.909088	107.318481	311.866089
.	YKL103C	chrXI	-	246035	246138	102.038460	103.396347	300.468384
.	YKL102C	chrXI	-	248022	248062	3.243902	3.287071	9.552183
.	YKL100C	chrXI	-	253466	253697	46.047413	46.660194	135.593903
.	YKL101W	chrXI	+	253476	253551	0.000000	0.000000	0.000000
.	YKL099C	chrXI	-	255567	255720	27.909090	28.280493	82.182739
.	YKL098W	chrXI	+	257843	258074	7.892241	7.997268	23.239954
.	tW(CCA)K	chrXI	+	303023	303051	0.965517	0.978366	2.843118
.	YKL071W	chrXI	+	305884	305899	28.000000	28.372614	82.450432
.	YKL096W	chrXI	+	261851	261900	309.019989	313.132355	909.958435
.	YKL095W	chrXI	+	263113	263174	4.693548	4.756008	13.820895
.	YKL091C	chrXI	-	269626	269718	42.301075	42.864002	124.562218
.	YKL090W	chrXI	+	273209	273403	7.097436	7.191886	20.899525
.	YKL088W	chrXI	+	276998	277015	3.777778	3.828051	11.124266
.	YKL087C	chrXI	-	277173	277189	89.764709	90.959259	264.326416
.	YKL086W	chrXI	+	278664	278909	3.617886	3.666031	10.653439
.	YKL082C	chrXI	-	280848	281025	8.753827	8.870320	25.777033
.	YKL084W	chrXI	+	280859	281032	5.923295	6.539640	19.004107
.	snR38	chrXI	+	283279	283290	13.166667	13.341884	38.771336
.	YKL081W	chrXI	+	284455	284467	134.076920	135.861160	394.810730
.	YKL080W	chrXI	+	286208	286276	2.753623	2.790267	8.108479
.	YKL079W	chrXI	+	288573	288667	6.663158	6.751829	19.620724
.	YKL078W	chrXI	+	291052	291165	4.561403	4.622104	13.431774
.	YKL075C	chrXI	-	292706	292956	16.553785	16.774076	48.745243
.	YKL074C	chrXI	-	294537	294610	10.675675	10.817742	31.436216
.	YKL073W	chrXI	+	299075	299174	8.450000	8.562449	24.882364
.	YKR019C	chrXI	-	476203	476216	23.785715	24.102247	70.040810
.	YKR022C	chrXI	-	482156	482171	28.062500	28.435946	82.634476
.	YKR024C	chrXI	-	484972	485144	11.294798	11.445105	33.259323
.	YKR023W	chrXI	+	485011	485128	0.000000	0.000000	0.000000
.	YKR026C	chrXI	-	488221	488738	84.685326	85.812286	249.369370
.	YKR025W	chrXI	+	488618	488641	0.000000	0.000000	0.000000
.	YKR029C	chrXI	-	497556	497578	7.565217	7.665892	22.276979
.	YKR031C	chrXI	-	501145	501344	11.945000	12.103959	35.173946
.	YKL068W-A	chrXI	+	309442	309527	119.813957	121.408394	352.811188
.	YKL068W	chrXI	+	313078	313227	6.380000	6.464903	18.786921
.	YKL067W	chrXI	+	315273	316289	80.065880	81.131363	235.766663
.	YKL062W	chrXI	+	325120	325268	44.140938	44.728352	129.979996
.	YKL059C	chrXI	-	327595	328118	9.223283	9.346023	27.159418
.	YKL057C	chrXI	-	330792	330856	2.646154	2.681368	7.792020
.	YKL056C	chrXI	-	334142	334412	305.402069	309.567322	899.598511
.	YKL050C	chrXI	-	342834	342852	5.052631	5.119869	14.878272
.	YKL049C	chrXI	-	345876	346075	6.785000	6.875292	19.979507
.	YKL048C	chrXI	-	347057	347214	2.905063	2.943722	8.554419
.	YKL047W	chrXI	+	351013	351116	18.230770	18.473377	53.683392
.	YKL045W	chrXI	+	355079	355519	8.226757	8.336237	24.224993
.	YKL043W	chrXI	+	357848	357983	18.485294	18.731291	54.432877
.	YKL042W	chrXI	+	359566	359576	36.454544	36.939667	107.346176
.	YKL040C	chrXI	-	360969	361058	53.066666	53.772858	156.263199
.	snR69	chrXI	+	364876	364891	13.750000	13.932980	40.489052
.	YKL035W	chrXI	+	371390	371644	194.968277	197.710220	574.543274
.	YKL034W	chrXI	+	374105	374137	15.696970	15.905859	46.222214
.	YKL033W-A	chrXI	+	375215	375230	67.125000	68.018272	197.660202
.	YKL033W	chrXI	+	378572	378674	5.640777	5.715842	16.610161
.	tV(AAC)K2	chrXI	+	379753	379801	0.979592	0.992628	2.884564
.	YKL029C	chrXI	-	382595	382716	19.622952	19.884085	57.782890
.	YKL028W	chrXI	+	387206	387312	16.953272	17.178881	49.921597
.	YKL026C	chrXI	-	389251	389380	13.684615	13.866725	40.296516
.	YKL025C	chrXI	-	389953	390240	11.888889	12.047101	35.008717
.	YKL024C	chrXI	-	392504	392526	24.260870	24.583725	71.439972
.	YKL023C-A	chrXI	-	392783	393146	119.348900	120.937149	351.441742
.	YKL022C	chrXI	-	394715	394726	55.750000	56.491901	164.164703
.	YKL021C	chrXI	-	397304	397344	25.707439	26.049545	75.699631
.	YKL020C	chrXI	-	398804	398832	6.655172	6.743737	19.597208
.	YKL019W	chrXI	+	403518	403604	42.574711	43.141281	125.367996
.	YKL018W	chrXI	+	405091	405212	23.040983	23.347603	67.847824
.	YKL017C	chrXI	-	405162	405190	0.000000	0.000000	0.000000
.	YKL016C	chrXI	-	407291	407465	61.765804	62.587761	181.879196
.	YKL015W	chrXI	+	411483	411495	8.307693	8.418248	24.463316
.	YKL014C	chrXI	-	411573	411619	14.361702	14.552822	42.290306
.	YKL013C	chrXI	-	417496	417508	135.000000	136.796524	397.528900
.	YKL012W	chrXI	+	420061	420200	12.371428	12.536061	36.429630
.	YKL008C	chrXI	-	427029	427295	19.857677	20.121937	58.474079
.	YKL006C-A	chrXI	-	430095	430198	108.701920	110.148483	320.090027
.	YKL006W	chrXI	+	432720	432761	375.308044	380.302521	1105.153931
.	YKL005C	chrXI	-	433081	433093	22.230770	22.526606	65.462021
.	YKL003C	chrXI	-	436781	437097	24.757097	25.086554	72.901199
.	YKL004W	chrXI	+	436785	437010	0.000000	0.001787	0.005194
.	YKL002W	chrXI	+	438544	438889	29.953756	30.352371	88.203583
.	YKR001C	chrXI	-	440395	440608	68.845795	69.761971	202.727341
.	YKR002W	chrXI	+	444938	445064	4.866142	4.930898	14.329126
.	YKR003W	chrXI	+	446727	446912	3.166667	3.208808	9.324753
.	YKR005C	chrXI	-	448452	448521	1.871429	1.896333	5.510719
.	YKR006C	chrXI	-	450316	450423	8.805555	8.922736	25.929352
.	YKR009C	chrXI	-	454319	454352	6.176471	6.258665	18.187597
.	YKR010C	chrXI	-	458905	458924	10.050000	10.183742	29.593817
.	YKR011C	chrXI	-	461462	461635	52.505749	53.204472	154.611496
.	YKR014C	chrXI	-	465325	465367	25.860466	26.204607	76.150238
.	YKR034W	chrXI	+	507707	507739	0.969697	0.982601	2.855426
.	YKR036C	chrXI	-	508620	508702	6.180723	6.262974	18.200117
.	YKR037C	chrXI	-	510868	510910	52.651161	53.351822	155.039688
.	YKR038C	chrXI	-	511873	511999	27.559055	27.925800	81.152008
.	YKR039W	chrXI	+	516871	516901	7.322581	7.420027	21.562500
.	YKR041W	chrXI	+	518950	519049	2.650000	2.685265	7.803345
.	YKR042W	chrXI	+	520624	521771	243.368469	246.607132	716.637024
.	YKR043C	chrXI	-	520782	520897	0.000000	0.000000	0.000000
.	YKR044W	chrXI	+	523346	524023	26.802729	27.159409	78.924881
.	YKR046C	chrXI	-	524069	524223	50.406452	51.077244	148.429779
.	YKR048C	chrXI	-	525194	525387	37.288658	37.784885	109.802368
.	YKR049C	chrXI	-	526643	526830	38.111702	38.618877	112.225937
.	YKR050W	chrXI	+	530484	530648	6.860606	6.951904	20.202141
.	YKR051W	chrXI	+	532202	532236	30.428572	30.833504	89.601753
.	YKR053C	chrXI	-	533997	534067	20.140844	20.408871	59.307907
.	YKR054C	chrXI	-	535634	535647	5.071429	5.138917	14.933626
.	YKR056W	chrXI	+	551367	551452	2.686047	2.721792	7.909491
.	YKR057W	chrXI	+	552242	552465	275.281250	278.944580	810.609253
.	YKR058W	chrXI	+	554620	554970	9.652422	9.780872	28.423086
.	YKR059W	chrXI	+	556174	556455	173.819153	176.132263	511.838013
.	YKR060W	chrXI	+	557342	557357	18.812500	19.062849	55.396385
.	YKR061W	chrXI	+	558954	559191	18.726700	19.150663	55.651569
.	snR42	chrXI	-	559006	559016	0.000000	0.000000	0.000000
.	YKR064W	chrXI	+	565138	565193	17.446428	17.678598	51.373772
.	YKR066C	chrXI	-	566098	566113	48.062500	48.702099	141.527649
.	YKR069W	chrXI	+	573393	573424	2.031250	2.058281	5.981338
.	YKR071C	chrXI	-	573509	574934	66.328896	67.211571	195.315948
.	YKR070W	chrXI	+	574632	574697	0.000000	0.000000	0.000000
.	tK(UUU)K	chrXI	+	579060	579140	2.162953	2.191737	6.369158
.	YKR074W	chrXI	+	579676	580058	37.791122	38.294029	111.281952
.	YKR075C	chrXI	-	579815	579827	0.000000	0.000000	0.000000
.	YKR076W	chrXI	+	583395	583467	17.465754	17.698181	51.430679
.	YKR077W	chrXI	+	584744	584805	4.177419	4.233011	12.301073
.	YKR078W	chrXI	+	586709	586763	3.145455	3.187313	9.262291
.	YKR081C	chrXI	-	590639	591506	74.418205	75.408539	219.136200
.	YKR080W	chrXI	+	591357	591500	0.000000	0.000000	0.000000
.	YKR082W	chrXI	+	596298	596338	23.268293	23.577938	68.517174
.	YKR084C	chrXI	-	596942	597055	9.912281	10.044189	29.188282
.	YKR085C	chrXI	-	599082	599094	7.461538	7.560833	21.971680
.	YKR087C	chrXI	-	602963	603195	19.094421	19.348522	56.226551
.	YKR086W	chrXI	+	603072	603194	0.000000	0.000000	0.000000
.	YKR089C	chrXI	-	605492	605633	14.661972	14.857088	43.174500
.	YKR090W	chrXI	+	611066	611313	15.278226	15.481542	44.989155
.	YKR091W	chrXI	+	612265	612306	36.285713	36.768589	106.849030
.	YKR092C	chrXI	-	612627	612665	28.128204	28.502523	82.827950
.	YKR093W	chrXI	+	617535	617598	4.718750	4.781546	13.895107
.	YKR094C	chrXI	-	617760	617996	251.767929	255.118362	741.370544
.	YKR095W	chrXI	+	625432	625623	77.776039	78.811058	229.023895
.	YKR095W-A	chrXI	+	626205	626228	53.208332	53.916409	156.680374
.	YKR096W	chrXI	+	630380	630390	24.636364	24.964216	72.545677
.	YKR099W	chrXI	+	638286	638378	4.591398	4.652498	13.520099
.	YKR101W	chrXI	+	642504	642519	7.062500	7.156485	20.796650
.	YKR102W	chrXI	+	649865	649883	1.421053	1.439964	4.184515
.	YKR103W	chrXI	+	656736	656760	8.200000	8.309122	24.146198
.	YKR106W	chrXI	+	663289	663408	11.045834	11.192827	32.526207
.	YLR359W	chrXII	+	845730	845834	27.390476	27.754980	80.655602
.	YLR361C	chrXII	-	847284	847388	15.147652	15.740045	45.740364
